File_1	File_2	n_1	n_2	n_compared	Rand_index	Adjusted_Rand_index
mash_clusters.csv	st_cluster.csv	13158	13158	13158	0.9753905685407249	0.901885777095
mash_clusters.csv	20_fit_clusters.csv	13158	13158	13158	0.9735886718819452	0.893987018889
mash_clusters.csv	17_fit_clusters.csv	13158	13158	13158	0.9860595615501094	0.945893738759
mash_clusters.csv	11_fit_clusters.csv	13158	13158	13158	0.9894827054046028	0.959558633637
mash_clusters.csv	5_fit_clusters.csv	13158	13158	13158	0.996753612350975	0.987750774996
mash_clusters.csv	8_fit_clusters.csv	13158	13158	13158	0.9895837683644354	0.959957947294
mash_clusters.csv	14_fit_clusters.csv	13158	13158	13158	0.9855105891234651	0.943681143325
st_cluster.csv	20_fit_clusters.csv	13158	13158	13158	0.9734051689036667	0.8851377177
st_cluster.csv	17_fit_clusters.csv	13158	13158	13158	0.9801215003672081	0.917396748213
st_cluster.csv	11_fit_clusters.csv	13158	13158	13158	0.9812912221031486	0.923082941373
st_cluster.csv	5_fit_clusters.csv	13158	13158	13158	0.97492426718639	0.899110547939
st_cluster.csv	8_fit_clusters.csv	13158	13158	13158	0.9813023820047487	0.923152327309
st_cluster.csv	14_fit_clusters.csv	13158	13158	13158	0.9800769416296596	0.917073422539
20_fit_clusters.csv	17_fit_clusters.csv	13158	13158	13158	0.9875203071796418	0.947759653304
20_fit_clusters.csv	11_fit_clusters.csv	13158	13158	13158	0.9839835541405355	0.933676643046
20_fit_clusters.csv	5_fit_clusters.csv	13158	13158	13158	0.9767075871145559	0.905637541353
20_fit_clusters.csv	8_fit_clusters.csv	13158	13158	13158	0.9838816824921812	0.933275492294
20_fit_clusters.csv	14_fit_clusters.csv	13158	13158	13158	0.988069348922445	0.949973422903
17_fit_clusters.csv	11_fit_clusters.csv	13158	13158	13158	0.9964632469608936	0.985868025911
17_fit_clusters.csv	5_fit_clusters.csv	13158	13158	13158	0.989187279934914	0.957669217289
17_fit_clusters.csv	8_fit_clusters.csv	13158	13158	13158	0.9963613753125393	0.985465174783
17_fit_clusters.csv	14_fit_clusters.csv	13158	13158	13158	0.9993369793864025	0.997319655857
11_fit_clusters.csv	5_fit_clusters.csv	13158	13158	13158	0.9927240329740203	0.971784312258
11_fit_clusters.csv	8_fit_clusters.csv	13158	13158	13158	0.9998981283516457	0.999597066107
11_fit_clusters.csv	14_fit_clusters.csv	13158	13158	13158	0.9959142052180904	0.983648968557
5_fit_clusters.csv	8_fit_clusters.csv	13158	13158	13158	0.9928259046223746	0.972186929943
5_fit_clusters.csv	14_fit_clusters.csv	13158	13158	13158	0.9886382381921107	0.955453832439
8_fit_clusters.csv	14_fit_clusters.csv	13158	13158	13158	0.9958123335697361	0.983246145045
